timestamp,middleware_hsf_provider_rt,middleware_metaq_send_success_rate,middleware_hsf_provider_biz_pool_usage,middleware_tddl_read_table_rt,middleware_tddl_read_table_success_rate,middleware_tair_read_hit_rate,pod_nginx_rt,middleware_tddl_write_table_success_rate,pod_nginx_qps,middleware_metaq_receive_success_rate,middleware_tair_write_success_rate,middleware_notify_send_qps,middleware_metaq_receive_rt,pod_event_oom,middleware_hsf_consumer_rt,middleware_tddl_write_table_rt,middleware_hsf_consumer_success_rate,middleware_notify_receive_qps,middleware_hsf_online,middleware_tair_write_qps,jvm_gc_fgc_time,middleware_hsf_consumer_qps,middleware_hsf_provider_success_rate,pod_cpu_load_average_1m_util_limit_v2,middleware_notify_receive_rt,middleware_tair_read_qps,middleware_tair_write_rt,middleware_metaq_send_rt,middleware_tair_read_rt,middleware_hsf_provider_qps,middleware_tair_read_success_rate,pod_network_retran_util,middleware_notify_receive_success_rate,jvm_gc_fgc_count,pod_cpu_limit_usage
1747185480000,72.0878,1.0,0.0694,0.8517,1.0,0.0481,1.1598,1.0,5.0327,0.9767,1.0,0.0,100.0703,0.0,19.8525,2.3108,0.9998,0.0222,1.0,0.0,0.0,0.0394,1.0,0.3574,41.0064,0.1273,1.3,2.4529,0.6143,0.0281,1.0,0.0138,0.9284,0.0,0.2775
1747185540000,69.0596,1.0,0.0694,0.9424,1.0,0.0495,1.1998,1.0,5.0336,0.9765,1.0,0.0,103.8116,0.0,20.0057,2.3175,0.9997,0.0221,1.0,0.0,0.0,0.0402,1.0,0.3684,39.7354,0.1226,2.1667,2.4497,0.601,0.0284,1.0,0.0246,0.9298,0.0,0.2877
1747185600000,66.541,1.0,0.0694,0.9962,1.0,0.0493,1.2732,1.0,5.02,0.9756,1.0,0.0,100.468,0.0,19.8291,2.3361,0.9998,0.0221,1.0,0.0,0.0,0.0419,1.0,0.358,41.2387,0.123,1.1739,2.5046,0.608,0.0288,1.0,0.0239,0.9301,0.0,0.287
1747185660000,73.1556,1.0,0.0694,1.1083,1.0,0.0478,1.1751,1.0,5.0156,0.9766,1.0,0.0,102.8247,0.0,20.5082,2.3245,0.9997,0.0222,1.0,0.0,0.0,0.0408,1.0,0.3545,41.9623,0.1235,1.8485,2.5559,0.6111,0.0285,1.0,0.0177,0.9297,0.0,0.2857
1747185720000,73.4,1.0,0.0694,1.0992,1.0,0.0484,1.2047,1.0,5.0118,0.9751,1.0,0.0,109.9395,0.0,19.9071,2.3308,0.9997,0.0222,1.0,0.0,0.0,0.043,1.0,0.352,43.9745,0.1272,1.0556,2.3926,0.6248,0.0292,1.0,0.0293,0.9245,0.0,0.2907
1747185780000,70.6514,1.0,0.0694,0.9534,1.0,0.049,1.3103,1.0,5.02,0.9751,1.0,0.0,104.4749,0.0,20.065,2.318,0.9997,0.0221,1.0,0.0,0.0,0.04,1.0,0.3407,40.2897,0.1238,1.0909,2.4602,0.6181,0.0293,1.0,0.0299,0.9296,0.0,0.3003
1747185840000,67.4524,1.0,0.0694,0.9683,1.0,0.0524,1.1615,1.0,5.0213,0.9787,1.0,0.0,104.7546,0.0,19.7369,2.3159,0.9998,0.0222,1.0,0.0,0.0,0.0431,1.0,0.3477,41.6181,0.1212,1.8,2.2494,0.6151,0.0295,1.0,0.0235,0.9255,0.0,0.2882
1747185900000,68.899,1.0,0.0694,0.8511,1.0,0.0484,1.133,1.0,5.0164,0.9784,1.0,0.0,104.2436,0.0,20.0825,2.3282,0.9997,0.0221,1.0,0.0,0.0,0.0417,1.0,0.3616,40.9048,0.125,1.3043,2.4718,0.6034,0.0284,1.0,0.0179,0.9307,0.0,0.2869
1747185960000,70.8441,0.9999,0.0694,0.9859,1.0,0.0477,1.2228,0.9999,5.0148,0.9752,1.0,0.0,105.1574,0.0,19.6429,2.3304,0.9998,0.0222,1.0,0.0,0.0,0.0419,1.0,0.3815,43.0184,0.1287,1.8462,2.5026,0.6254,0.029,1.0,0.0173,0.9304,0.0,0.2846
1747186020000,70.9022,1.0,0.0694,0.9144,1.0,0.0503,1.298,1.0,5.0158,0.9742,1.0,0.0,104.5636,0.0,19.9915,2.3328,0.9997,0.0223,1.0,0.0,0.0,0.0406,1.0,0.374,40.9729,0.1221,1.4444,2.2931,0.6194,0.0292,1.0,0.0144,0.929,0.0,0.2964
1747186080000,69.6378,1.0,0.0694,0.9986,1.0,0.0497,1.2788,0.9998,5.0401,0.9759,1.0,0.0,107.4894,0.0,20.2667,2.3133,0.9998,0.0225,1.0,0.0,0.0,0.0423,1.0,0.3531,43.217,0.1197,1.2667,2.4878,0.6203,0.0292,1.0,0.0195,0.9267,0.0,0.2934
1747186140000,71.1383,1.0,0.0694,0.8794,1.0,0.0505,1.2498,0.9999,5.0274,0.9764,1.0,0.0,113.0536,0.0,20.3424,2.3233,0.9998,0.0225,1.0,0.0,0.0,0.0451,1.0,0.3495,45.0416,0.1269,1.2941,2.3719,0.6203,0.0304,1.0,0.02,0.9224,0.0,0.292
1747186200000,70.0346,1.0,0.0694,1.1705,1.0,0.0486,1.1682,1.0,5.0114,0.9773,1.0,0.0,100.6403,0.0,19.6932,2.3359,0.9997,0.0222,1.0,0.0,0.0,0.0426,1.0,0.377,40.4689,0.1228,1.4737,2.4735,0.618,0.0281,1.0,0.0171,0.9351,0.0,0.3045
1747186260000,68.2774,1.0,0.0694,1.1012,1.0,0.0482,1.1753,0.9999,5.0227,0.9743,1.0,0.0,100.3069,0.0,19.894,2.3047,0.9996,0.0222,1.0,0.0,0.0,0.0403,1.0,0.3961,40.7515,0.1299,1.5,2.4203,0.5931,0.0283,1.0,0.0277,0.9362,0.0,0.2905
1747186320000,70.2535,1.0,0.0694,1.2182,1.0,0.049,1.1537,1.0,5.0111,0.9779,1.0,0.0,96.1793,0.0,19.7072,2.3114,0.9997,0.0222,1.0,0.0,0.0,0.042,1.0,0.3755,39.1909,0.1201,1.3684,2.491,0.5964,0.0276,1.0,0.0262,0.9339,0.0,0.2876
1747186380000,68.2231,1.0,0.0694,0.9366,1.0,0.0462,1.1672,0.9999,5.0265,0.9789,1.0,0.0,94.2549,0.0,19.0289,2.2952,0.9998,0.0222,1.0,0.0,0.0,0.0414,1.0,0.3775,38.1462,0.1245,1.3636,2.4917,0.6089,0.0272,1.0,0.0227,0.9333,0.0,0.2784
1747186440000,70.2977,1.0,0.0694,1.0413,1.0,0.0483,1.1433,0.9999,5.0136,0.9781,1.0,0.0,97.3635,0.0,20.3268,2.3023,0.9997,0.0223,1.0,0.0,0.0,0.0395,1.0,0.3741,38.9719,0.1217,2.4444,2.3536,0.5939,0.0265,1.0,0.0194,0.9335,0.0,0.2794
1747186500000,71.3734,1.0,0.0694,1.056,1.0,0.049,1.2139,1.0,5.0055,0.9799,1.0,0.0,96.0078,0.0,20.1751,2.3236,0.9997,0.0223,1.0,0.0,0.0,0.0407,1.0,0.3565,40.0822,0.1182,1.3636,2.526,0.6061,0.0289,1.0,0.036,0.9296,0.0,0.2757
1747186560000,69.9726,1.0,0.0694,0.9273,1.0,0.0486,1.1748,1.0,5.0265,0.9778,1.0,0.0,101.3429,0.0,19.6079,2.3312,0.9996,0.022,1.0,0.0,0.0,0.0419,1.0,0.3525,40.2207,0.1214,1.6216,2.4109,0.6164,0.028,1.0,0.0301,0.9294,0.0,0.2751
1747186620000,72.7804,1.0,0.0694,0.8788,1.0,0.0489,1.0913,0.9999,5.0236,0.9749,1.0,0.0,102.8674,0.0,20.267,2.3226,0.9996,0.022,1.0,0.0,0.0,0.04,1.0,0.3723,41.7597,0.1232,1.4286,2.5112,0.6183,0.0289,1.0,0.0176,0.9268,0.0,0.2803
1747186680000,67.8904,1.0,0.0694,0.872,1.0,0.0483,1.1924,1.0,5.0291,0.9756,1.0,0.0,96.1022,0.0,19.9994,2.3171,0.9996,0.0219,1.0,0.0,0.0,0.0383,1.0,0.3732,38.399,0.1234,1.0,2.4648,0.5823,0.0267,1.0,0.0173,0.9346,0.0,0.2836
1747186740000,69.2125,1.0,0.0694,0.9101,1.0,0.0464,1.1479,1.0,5.0203,0.9757,1.0,0.0,96.8986,0.0,19.5588,2.3059,0.9997,0.0219,1.0,0.0,0.0,0.04,1.0,0.3584,40.4137,0.1249,1.0909,2.4616,0.6151,0.0281,1.0,0.016,0.9295,0.0,0.2751
1747186800000,72.0106,1.0,0.0694,0.9326,1.0,0.0463,1.1683,0.9999,5.0427,0.9766,1.0,0.0,96.8675,0.0,19.9905,2.3566,0.9997,0.0221,1.0,0.0,0.0,0.0409,1.0,0.3627,38.6334,0.1236,1.4286,2.4676,0.5975,0.0279,1.0,0.0198,0.9343,0.0,0.2849
1747186860000,72.2992,1.0,0.0694,1.0681,1.0,0.0472,1.1235,1.0,5.0191,0.9772,1.0,0.0,99.7721,0.0,20.4138,2.3074,0.9997,0.0222,1.0,0.0,0.0,0.0412,1.0,0.3615,41.2166,0.1236,1.5172,2.435,0.5968,0.0284,1.0,0.0346,0.9307,0.0,0.278
1747186920000,72.8517,1.0,0.0694,0.9487,1.0,0.046,1.1945,0.9999,5.0229,0.9772,1.0,0.0,100.9025,0.0,20.3862,2.2882,0.9997,0.022,1.0,0.0,0.0,0.0392,1.0,0.3565,42.2818,0.1252,1.2222,2.5777,0.602,0.029,1.0,0.0308,0.932,0.0,0.2892
1747186980000,69.0682,1.0,0.0694,1.0023,1.0,0.0474,1.2315,0.9999,5.0189,0.9806,1.0,0.0,96.7016,0.0,19.3176,2.2923,0.9997,0.0221,1.0,0.0,0.0,0.0405,1.0,0.3602,39.7588,0.121,1.375,2.3733,0.6132,0.0267,1.0,0.0149,0.9281,0.0,0.2862
1747187040000,69.4875,1.0,0.0694,0.9183,1.0,0.0477,1.2253,1.0,5.0258,0.9744,1.0,0.0,101.496,0.0,19.815,2.3031,0.9997,0.0222,1.0,0.0,0.0,0.0421,1.0,0.3556,42.5812,0.1232,1.5455,2.2127,0.6066,0.0289,1.0,0.0164,0.9278,0.0,0.2822
1747187100000,71.0542,1.0,0.0694,0.9529,1.0,0.0484,1.1405,0.9999,5.0018,0.9939,1.0,0.0,24.0638,0.0,20.0959,2.3214,0.9996,0.0223,1.0,0.0,0.0,0.0421,1.0,0.378,40.4442,0.126,1.3846,2.6497,0.6101,0.028,1.0,0.0176,0.9329,0.0,0.2899
1747187160000,68.2619,1.0,0.0694,0.9657,1.0,0.0497,1.2016,0.9999,5.0264,0.9941,1.0,0.0,22.9601,0.0,20.3205,2.3271,0.9997,0.0222,1.0,0.0,0.0,0.0398,1.0,0.3841,42.2128,0.1237,1.4706,2.3505,0.6038,0.0289,1.0,0.0308,0.928,0.0,0.2936
1747187220000,70.8002,1.0,0.0694,0.8504,1.0,0.0484,1.2148,1.0,5.0227,0.9872,1.0,0.0,49.8599,0.0,19.7476,2.3206,0.9996,0.0222,1.0,0.0,0.0,0.0426,1.0,0.3816,42.6939,0.1282,1.5714,2.5204,0.6132,0.0284,1.0,0.0325,0.9303,0.0,0.3009
1747187280000,69.4949,1.0,0.0694,0.851,1.0,0.0491,1.2681,0.9999,5.0482,0.9882,1.0,0.0,47.314,0.0,19.1498,2.3289,0.9998,0.0223,1.0,0.0,12.3818,0.0416,1.0,0.3825,38.9714,0.1214,1.0,2.5262,0.6048,0.0279,1.0,0.0269,0.9322,0.0,0.2983
1747187340000,68.59,1.0,0.0694,0.9117,1.0,0.0469,1.1723,0.9999,5.0118,0.994,1.0,0.0,23.8327,0.0,19.9963,2.3116,0.9997,0.0222,1.0,0.0,0.0,0.0411,1.0,0.3748,40.4369,0.1252,1.1111,2.531,0.6064,0.0282,0.9999,0.0279,0.93,0.0182,0.2856
1747187400000,69.9165,0.9999,0.0694,0.9179,1.0,0.0494,1.179,1.0,5.0364,0.9943,1.0,0.0,22.7616,0.0,19.5822,2.3198,0.9997,0.0224,1.0,0.0,16.0727,0.0405,1.0,0.3594,40.896,0.1217,1.3333,2.3572,0.6153,0.0285,1.0,0.0277,0.9295,0.0,0.2882
1747187460000,72.6846,1.0,0.0694,1.1499,1.0,0.0505,1.1573,1.0,5.0173,0.9774,1.0,0.0,98.6163,0.0,20.5762,2.3186,0.9997,0.0223,1.0,0.0,0.0,0.0415,1.0,0.3415,42.6037,0.1227,1.5833,2.3694,0.6023,0.029,1.0,0.0165,0.9304,0.0182,0.2943
1747187520000,69.568,1.0,0.0694,0.9936,1.0,0.0489,1.2155,0.9999,5.01,0.9827,1.0,0.0,73.7906,0.0,20.308,2.2893,0.9997,0.0224,1.0,0.0,0.0,0.0406,1.0,0.3618,38.8834,0.1231,1.4118,2.3778,0.6015,0.0281,1.0,0.0204,0.9309,0.0,0.2972
1747187580000,71.202,1.0,0.0694,0.9856,1.0,0.0459,1.1556,0.9999,5.0109,0.9943,1.0,0.0,24.4582,0.0,19.8566,2.3112,0.9997,0.0223,1.0,0.0,0.3273,0.04,1.0,0.3658,40.1103,0.1271,1.0667,2.4538,0.6087,0.0285,1.0,0.0167,0.9315,0.0,0.2838
1747187640000,70.1399,1.0,0.0694,0.9691,1.0,0.0492,1.1528,1.0,5.0136,0.9944,1.0,0.0,25.1713,0.0,19.6683,2.3748,0.9997,0.0222,1.0,0.0,48.1091,0.0418,1.0,0.374,41.7151,0.1227,1.3333,2.4515,0.6196,0.0289,1.0,0.0263,0.9272,0.0727,0.2886
1747187700000,68.118,1.0,0.0694,0.8913,1.0,0.0477,1.3216,1.0,5.0045,0.9878,1.0,0.0,61.833,0.0,19.726,2.3534,0.9998,0.0225,1.0,0.0,13.2909,0.043,1.0,0.3886,40.3546,0.1216,1.8125,2.3847,0.6185,0.0289,1.0,0.0135,0.9323,0.0182,0.3012
1747187760000,68.6686,1.0,0.0694,0.8622,1.0,0.0453,1.2115,0.9999,5.0091,0.9853,1.0,0.0,63.7852,0.0,19.8497,2.348,0.9996,0.0224,1.0,0.0,48.6727,0.0409,1.0,0.3792,39.8348,0.1253,2.1481,2.4545,0.5993,0.0277,1.0,0.0188,0.9325,0.0727,0.2887
1747187820000,66.9136,1.0,0.0694,0.9508,1.0,0.0487,1.1559,0.9999,5.0111,0.9949,1.0,0.0,22.7453,0.0,19.708,2.3274,0.9997,0.0223,1.0,0.0,73.3455,0.0394,1.0,0.3656,38.4913,0.1223,1.6842,2.3442,0.5957,0.0281,1.0,0.0197,0.9325,0.1091,0.2843
1747187880000,68.5085,1.0,0.0694,0.9999,1.0,0.048,1.5599,0.9999,5.0065,0.9902,1.0,0.0,47.906,0.0,19.5019,2.348,0.9997,0.0224,1.0,0.0,43.1455,0.0399,1.0,0.3678,39.6811,0.1205,1.5,2.6867,0.5965,0.028,1.0,0.024,0.9286,0.0545,0.2889
1747187940000,71.0856,1.0,0.0694,0.9021,1.0,0.0458,1.3782,1.0,5.01,0.9818,1.0,0.0,84.0252,0.0,20.0885,2.389,0.9997,0.0224,1.0,0.0,104.3091,0.0403,1.0,0.358,41.3893,0.126,1.3077,2.424,0.6128,0.0291,1.0,0.0239,0.9254,0.1273,0.2789
1747188000000,70.1684,1.0,0.0694,1.1644,1.0,0.0471,1.871,0.9999,4.9707,0.9933,1.0,0.0,24.7515,0.0,20.1524,2.4012,0.9998,0.0232,1.0,0.0,96.7091,0.0416,1.0,0.3625,36.8611,0.1309,1.8462,2.6767,0.6222,0.0292,1.0,0.0312,0.9369,0.1455,0.2842
1747188060000,69.1764,1.0,0.0694,1.0757,1.0,0.0499,1.3806,1.0,4.984,0.9942,1.0,0.0,23.6706,0.0,20.1248,2.3737,0.9996,0.0225,1.0,0.0,25.2364,0.0411,1.0,0.357,39.9566,0.1253,2.8519,2.4948,0.6046,0.0295,1.0,0.0375,0.9334,0.0364,0.2989
1747188120000,69.512,1.0,0.0694,1.2022,1.0,0.0476,1.1251,1.0,5.0331,0.9833,1.0,0.0,71.6542,0.0,19.7987,2.4047,0.9997,0.0225,1.0,0.0,11.2909,0.0416,1.0,0.3622,39.6074,0.1273,1.3684,2.4754,0.6211,0.0295,1.0,0.045,0.9286,0.0182,0.294
1747188180000,71.9641,1.0,0.0694,0.9632,1.0,0.05,1.2171,0.9999,5.0045,0.9893,1.0,0.0,50.1574,0.0,20.1812,2.3734,0.9998,0.0224,1.0,0.0,38.7636,0.0416,1.0,0.379,41.8861,0.1243,2.0,2.5417,0.6174,0.0289,1.0,0.0322,0.933,0.0545,0.2931
1747188240000,69.2501,1.0,0.0694,1.1021,1.0,0.0471,1.658,1.0,5.0016,0.9935,1.0,0.0,24.9371,0.0,19.5201,2.3851,0.9997,0.0222,1.0,0.0,67.5455,0.0409,1.0,0.3671,39.7858,0.1266,2.5,2.3801,0.6113,0.0291,1.0,0.0343,0.9318,0.0909,0.2945
1747188300000,70.3427,1.0,0.0694,1.0925,1.0,0.0493,1.6683,1.0,5.0031,0.9941,1.0,0.0,23.9104,0.0,19.4122,2.3919,0.9996,0.0224,1.0,0.0,37.7455,0.0414,1.0,0.3754,39.4276,0.1273,2.125,2.4935,0.6288,0.0286,1.0,0.0233,0.9312,0.0545,0.2986
1747188360000,69.9252,1.0,0.0694,0.9106,1.0,0.0484,1.7068,1.0,5.0066,0.9849,1.0,0.0,58.2723,0.0,20.1507,2.3959,0.9996,0.0222,1.0,0.0,28.5455,0.042,1.0,0.3673,41.3244,0.1312,1.5556,2.5881,0.6127,0.0304,1.0,0.0329,0.9326,0.0364,0.2959
1747188420000,71.3105,1.0,0.0694,0.886,1.0,0.0464,1.3135,0.9999,5.0001,0.985,1.0,0.0,73.9875,0.0,20.1372,2.3765,0.9996,0.0224,1.0,0.0,31.6727,0.0416,1.0,0.3698,40.2914,0.1311,1.4211,2.695,0.6016,0.0286,1.0,0.0322,0.9299,0.0364,0.2995
1747188480000,71.1513,1.0,0.0694,0.899,1.0,0.0464,1.3717,1.0,5.0409,0.9944,1.0,0.0,24.6113,0.0,20.0511,2.3995,0.9997,0.0223,1.0,0.0,21.1636,0.0402,1.0,0.3792,41.8284,0.1286,1.5556,2.4331,0.6183,0.0283,1.0,0.0267,0.9314,0.0182,0.2868
1747188540000,70.4542,1.0,0.0694,0.914,1.0,0.0455,1.1512,1.0,5.0227,0.9943,1.0,0.0,24.7497,0.0,19.8266,2.3741,0.9997,0.0224,1.0,0.0,0.0,0.0415,1.0,0.3869,41.8199,0.1325,1.2,2.4363,0.6208,0.0294,1.0,0.0287,0.9285,0.0,0.299
1747188600000,71.609,1.0,0.0694,0.9509,1.0,0.047,1.2118,1.0,5.0466,0.9766,1.0,0.0,96.6944,0.0,20.3991,2.3544,0.9997,0.0224,1.0,0.0,0.0,0.0386,1.0,0.3858,39.2434,0.1279,1.48,2.483,0.6192,0.0273,1.0,0.0336,0.9333,0.0,0.3122
1747188660000,70.1487,1.0,0.0694,1.0617,1.0,0.0501,1.1768,1.0,5.0019,0.9839,1.0,0.0,61.0401,0.0,20.0554,2.3549,0.9996,0.0224,1.0,0.0,0.0,0.0404,0.9999,0.4063,41.3999,0.1261,1.84,2.3111,0.6052,0.0289,1.0,0.0326,0.931,0.0,0.2847
1747188720000,70.729,1.0,0.0694,0.9179,1.0,0.048,1.1566,1.0,5.0451,0.9935,1.0,0.0,26.5415,0.0,19.9102,2.3708,0.9997,0.0221,1.0,0.0,0.0,0.0401,0.9999,0.3865,41.6835,0.1306,1.4,2.5019,0.6229,0.0308,1.0,0.0213,0.9311,0.0,0.2917
1747188780000,69.3358,1.0,0.0694,0.9456,1.0,0.0481,1.2401,1.0,5.0024,0.9803,1.0,0.0,86.2797,0.0,20.2206,2.3272,0.9998,0.0223,1.0,0.0,0.0,0.0417,1.0,0.384,40.1238,0.128,1.375,2.2767,0.6153,0.0278,1.0,0.0279,0.9304,0.0,0.3023
1747188840000,70.0015,1.0,0.0694,0.9193,1.0,0.0476,1.1482,0.9999,5.0437,0.9776,1.0,0.0,97.8209,0.0,20.1968,2.351,0.9996,0.0222,1.0,0.0,0.0,0.0411,1.0,0.3782,41.8604,0.1298,1.3636,2.4945,0.6145,0.0279,1.0,0.0324,0.929,0.0,0.286
1747188900000,71.6365,1.0,0.0694,0.9403,1.0,0.0482,1.1439,1.0,5.0036,0.9937,1.0,0.0,25.8761,0.0,19.9545,2.3943,0.9997,0.0222,1.0,0.0,0.0,0.0407,1.0,0.3729,40.2133,0.1308,1.4706,2.6676,0.6229,0.0282,1.0,0.0316,0.9317,0.0,0.2898
1747188960000,69.7053,1.0,0.0694,0.9111,1.0,0.0476,1.2179,1.0,5.0611,0.9946,1.0,0.0,22.6118,0.0,19.4801,2.3684,0.9998,0.0225,1.0,0.0,0.0,0.0402,1.0,0.3893,38.0399,0.1265,1.5556,2.69,0.6105,0.028,1.0,0.0362,0.9324,0.0,0.3052
1747189020000,70.534,1.0,0.0694,0.8897,1.0,0.047,1.2332,1.0,5.0067,0.9882,1.0,0.0,50.1716,0.0,19.9238,2.3677,0.9997,0.0223,1.0,0.0,0.0,0.0401,1.0,0.3675,40.558,0.1304,1.3571,2.3104,0.5994,0.0283,1.0,0.0341,0.9345,0.0,0.2915
1747189080000,70.9513,1.0,0.0694,0.8383,1.0,0.0453,1.165,0.9999,5.0453,0.9877,1.0,0.0,50.8715,0.0,20.3398,2.3711,0.9996,0.0224,1.0,0.0,0.0,0.0417,1.0,0.3489,40.2224,0.1347,1.4615,2.5633,0.609,0.0274,1.0,0.0305,0.9322,0.0,0.2811
1747189140000,71.1464,1.0,0.0694,0.884,1.0,0.048,1.1451,0.9999,5.0227,0.9936,1.0,0.0,25.8083,0.0,20.0485,2.3946,0.9997,0.0225,1.0,0.0,0.0,0.0425,1.0,0.351,42.2521,0.1298,1.3333,2.4736,0.6295,0.0285,1.0,0.0287,0.9289,0.0,0.2901
1747189200000,72.4482,1.0,0.0694,1.0438,1.0,0.0466,1.1704,0.9999,5.0227,0.9952,1.0,0.0,22.5508,0.0,20.0044,2.3486,0.9998,0.0225,1.0,0.0,0.0,0.0399,1.0,0.37,38.0959,0.1282,1.7368,2.4723,0.6099,0.0282,1.0,0.0271,0.9339,0.0,0.2986
1747189260000,72.0243,0.9999,0.0694,1.0717,1.0,0.0476,1.1551,0.9999,4.9903,0.979,1.0,0.0,90.2113,0.0,19.6697,2.3734,0.9996,0.0225,1.0,0.0,16.4,0.0411,1.0,0.3773,40.8657,0.1314,1.7333,2.5172,0.6165,0.0293,1.0,0.031,0.9332,0.0182,0.2892
1747189320000,73.5084,1.0,0.0694,0.9998,1.0,0.0459,1.377,0.9999,5.0391,0.983,1.0,0.0,73.9052,0.0,20.4229,2.3637,0.9997,0.0225,1.0,0.0,0.0,0.0407,1.0,0.3861,39.8379,0.131,1.6429,2.5005,0.6091,0.0283,1.0,0.0382,0.9332,0.0,0.3031
1747189380000,70.2682,1.0,0.0694,0.9968,1.0,0.0451,1.1664,1.0,5.0046,0.9952,1.0,0.0,23.8645,0.0,19.4964,2.3653,0.9997,0.0228,1.0,0.0,0.0,0.04,1.0,0.3939,39.1612,0.1323,1.5,2.4162,0.6087,0.0289,1.0,0.0467,0.9313,0.0,0.2956
1747189440000,70.1747,1.0,0.0694,0.9558,1.0,0.0458,1.1214,0.9999,5.0474,0.9954,1.0,0.0,23.3748,0.0,19.9923,2.3801,0.9997,0.0225,1.0,0.0,0.0,0.0414,1.0,0.3963,40.0272,0.129,1.4667,2.6631,0.608,0.0292,1.0,0.0265,0.9336,0.0,0.2938
1747189500000,70.6778,1.0,0.0694,0.883,1.0,0.0467,1.1761,1.0,5.0118,0.9839,1.0,0.0,69.9821,0.0,19.6696,2.3741,0.9997,0.0226,1.0,0.0,0.0,0.0421,1.0,0.3816,39.7529,0.1337,1.3571,2.4492,0.6165,0.0289,1.0,0.0367,0.9362,0.0,0.299
1747189560000,70.4351,1.0,0.0694,0.8342,1.0,0.0481,1.2011,1.0,5.0395,0.9858,1.0,0.0,67.9339,0.0,20.2178,2.3622,0.9998,0.0226,1.0,0.0,0.0,0.0435,1.0,0.3949,39.3536,0.1298,1.3793,2.5702,0.6006,0.0287,1.0,0.029,0.9342,0.0,0.2999
1747189620000,70.121,1.0,0.0694,0.9656,1.0,0.0488,1.1544,1.0,5.0083,0.9928,1.0,0.0,28.879,0.0,19.8311,2.3877,0.9997,0.0225,1.0,0.0,0.0,0.0429,1.0,0.3881,42.3992,0.1305,1.1667,2.3675,0.6165,0.0289,1.0,0.0368,0.9316,0.0,0.2927
1747189680000,72.2684,1.0,0.0694,0.9781,1.0,0.0475,1.1825,0.9999,5.0236,0.9763,1.0,0.0,97.9867,0.0,20.175,2.3845,0.9996,0.0227,1.0,0.0,0.0,0.0429,1.0,0.4001,41.5444,0.1303,1.3333,2.5332,0.6151,0.0281,1.0,0.0425,0.9352,0.0,0.3069
1747189740000,70.2243,1.0,0.0694,0.9593,1.0,0.0486,1.1804,0.9999,5.0036,0.9722,1.0,0.0,106.5703,0.0,20.3253,2.3907,0.9996,0.0226,1.0,0.0,0.0,0.0416,1.0,0.3955,42.6586,0.1305,1.625,2.4262,0.6207,0.0297,1.0,0.0463,0.9322,0.0,0.2916
1747189800000,71.1613,1.0,0.0694,1.164,1.0,0.0483,1.209,0.9999,5.0364,0.9933,1.0,0.0,26.6141,0.0,19.9799,2.383,0.9997,0.0223,1.0,0.0,0.0,0.0421,1.0,0.3958,40.6279,0.1262,1.1875,2.5505,0.6133,0.0284,1.0,0.0406,0.9354,0.0,0.3048
1747189860000,71.528,1.0,0.0694,0.9582,1.0,0.0473,1.1897,1.0,4.99,0.9929,1.0,0.0,25.2584,0.0,20.6908,2.4001,0.9996,0.0224,1.0,0.0,0.0,0.0433,1.0,0.38,42.2209,0.1351,1.4483,2.716,0.6077,0.0296,1.0,0.0328,0.9363,0.0,0.2942
1747189920000,72.4296,1.0,0.0694,1.3435,1.0,0.0441,1.2615,0.9999,5.04,0.991,1.0,0.0,42.0051,0.0,20.6782,2.3523,0.9997,0.0224,1.0,0.0,0.0,0.0403,1.0,0.3643,38.7259,0.1338,1.0,2.7458,0.5893,0.0293,1.0,0.0229,0.9369,0.0,0.3138
1747189980000,70.9031,1.0,0.0694,0.9702,1.0,0.0449,1.207,0.9999,5.0045,0.9916,1.0,0.0,42.406,0.0,19.7169,2.3545,0.9997,0.0225,1.0,0.0,0.0,0.0425,1.0,0.3576,37.7236,0.1312,2.0,2.6314,0.6012,0.0287,1.0,0.0344,0.9342,0.0,0.2967
1747190040000,74.0795,1.0,0.0694,1.0887,1.0,0.0481,1.0883,1.0,5.0449,0.9942,1.0,0.0,25.9068,0.0,20.135,2.3817,0.9997,0.0226,1.0,0.0,0.0,0.0434,1.0,0.3811,41.7596,0.1324,1.0769,2.4655,0.6266,0.0296,1.0,0.0283,0.9334,0.0,0.2878
1747190100000,71.2914,1.0,0.0694,0.9894,1.0,0.0481,1.1981,0.9999,4.9958,0.9956,1.0,0.0,23.3605,0.0,20.1645,2.4025,0.9997,0.0227,1.0,0.0,0.0,0.0423,1.0,0.3652,39.5978,0.1263,1.4375,2.3844,0.6151,0.0285,1.0,0.0259,0.9348,0.0,0.3027
1747190160000,73.4542,1.0,0.0694,1.0749,1.0,0.0453,1.105,0.9999,5.0449,0.9791,1.0,0.0,86.6018,0.0,20.3216,2.3719,0.9997,0.0224,1.0,0.0,0.0,0.0402,1.0,0.3908,41.17,0.1322,1.25,2.4269,0.6125,0.0297,1.0,0.0363,0.9363,0.0,0.2975
1747190220000,71.025,1.0,0.0694,0.8757,1.0,0.0472,1.1827,0.9999,5.0039,0.9839,1.0,0.0,73.55,0.0,20.4676,2.4051,0.9998,0.0224,1.0,0.0,0.0,0.0433,1.0,0.3881,40.7189,0.136,1.2857,2.3711,0.5995,0.0289,1.0,0.0256,0.939,0.0,0.2931
