timestamp,middleware_hsf_provider_rt,middleware_metaq_send_success_rate,middleware_hsf_provider_biz_pool_usage,middleware_tddl_read_table_rt,middleware_tddl_read_table_success_rate,middleware_tair_read_hit_rate,pod_nginx_rt,middleware_tddl_write_table_success_rate,pod_nginx_qps,middleware_metaq_receive_success_rate,middleware_tair_write_success_rate,middleware_notify_send_qps,middleware_metaq_receive_rt,pod_event_oom,middleware_hsf_consumer_rt,middleware_tddl_write_table_rt,middleware_hsf_consumer_success_rate,middleware_notify_receive_qps,middleware_hsf_online,middleware_tair_write_qps,jvm_gc_fgc_time,middleware_hsf_consumer_qps,middleware_hsf_provider_success_rate,pod_cpu_load_average_1m_util_limit_v2,middleware_notify_receive_rt,middleware_tair_read_qps,middleware_tair_write_rt,middleware_metaq_send_rt,middleware_tair_read_rt,middleware_hsf_provider_qps,middleware_tair_read_success_rate,pod_network_retran_util,middleware_notify_receive_success_rate,jvm_gc_fgc_count,pod_cpu_limit_usage
1747068540000,83.2098,1.0,0.0694,2.2583,1.0,0.0221,0.9522,1.0,5.0364,0.9948,1.0,0.0,27.6893,0.0,23.8952,2.2248,0.9994,0.0177,1.0,0.0,0.0,0.0205,1.0,0.1873,35.5312,0.054,1.2857,1.6105,0.4705,0.0183,1.0,0.0215,0.9778,0.0,0.1564
1747068600000,82.0224,1.0,0.0694,1.3928,1.0,0.0511,1.0019,1.0,5.0201,0.992,1.0,0.0,30.786,0.0,23.1619,2.3207,0.9992,0.0175,1.0,0.0,0.0,0.0221,1.0,0.1975,31.8659,0.0513,1.3846,3.0056,0.5006,0.0184,1.0,0.0163,0.9829,0.0,0.1554
1747068660000,88.2497,1.0,0.0694,1.4192,1.0,0.1115,0.9817,1.0,5.0175,0.9961,1.0,0.0,20.2513,0.0,23.4321,2.2154,0.9995,0.0173,1.0,1e-04,0.0,0.0194,1.0,0.1979,32.5806,0.0591,1.5833,3.3656,0.51,0.0182,1.0,0.0144,0.9626,0.0,0.1561
1747068720000,88.8576,1.0,0.0694,3.4067,1.0,0.1025,0.9835,1.0,5.0245,0.9974,1.0,0.0,26.7834,0.0,23.6081,2.251,0.9998,0.0173,1.0,0.0,0.0,0.02,1.0,0.2035,31.7355,0.0575,1.3,2.9491,0.5159,0.0184,1.0,0.0179,0.9775,0.0,0.1561
1747068780000,94.8491,1.0,0.0694,1.2007,1.0,0.1029,1.0056,0.9995,5.0127,0.9933,1.0,0.0,25.0467,0.0,23.1483,2.2635,0.9996,0.0174,1.0,0.0,0.0,0.0188,1.0,0.2113,30.2272,0.0588,2.0,3.6904,0.4971,0.0184,1.0,0.0174,0.9857,0.0,0.1597
1747068840000,97.4956,1.0,0.0694,1.1166,1.0,0.0697,0.9626,1.0,5.0165,0.9929,1.0,0.0,26.1332,0.0,23.256,2.2517,0.9995,0.0178,1.0,0.0,0.0,0.022,1.0,0.2025,28.241,0.0547,1.7143,2.5025,0.5031,0.0184,1.0,0.0147,0.9872,0.0,0.1584
1747068900000,92.3532,1.0,0.0694,0.8638,1.0,0.028,0.9953,1.0,5.0228,0.9912,1.0,0.0,27.6732,0.0,26.1234,2.2223,0.9991,0.0173,1.0,1e-04,0.0,0.0202,1.0,0.2006,41.4146,0.0531,1.2174,2.1398,0.4838,0.0188,1.0,0.0163,0.9794,0.0,0.1564
1747068960000,82.7404,1.0,0.0694,0.82,1.0,0.033,0.991,1.0,5.0227,0.9897,1.0,0.0,37.8444,0.0,24.7759,2.2226,0.9992,0.0179,1.0,1e-04,0.0,0.0219,1.0,0.2034,35.4722,0.0527,1.4167,2.4033,0.4873,0.0188,1.0,0.0189,0.9752,0.0,0.1574
1747069020000,85.2428,1.0,0.0694,0.9272,1.0,0.0223,1.0016,1.0,5.0339,0.9912,1.0,0.0,30.8405,0.0,25.4839,2.2528,0.9987,0.0176,1.0,0.0,0.0,0.0203,1.0,0.1999,33.8382,0.0518,1.4,3.0984,0.4763,0.0185,1.0,0.0195,0.9849,0.0,0.1587
1747069080000,82.138,1.0,0.0694,0.9993,1.0,0.0217,0.9643,1.0,5.0174,0.9968,1.0,0.0,30.9341,0.0,23.0124,2.1868,0.9995,0.0177,1.0,0.0,0.0,0.0218,1.0,0.2026,31.2485,0.0536,2.0,2.5996,0.4718,0.0184,1.0,0.02,0.9858,0.0,0.1552
1747069140000,87.7656,1.0,0.0694,1.3795,1.0,0.0374,0.9662,1.0,5.0148,0.9955,1.0,0.0,23.5673,0.0,24.499,2.2295,0.9995,0.0172,1.0,0.0,0.0,0.0193,1.0,0.1961,33.1665,0.0511,1.2857,2.0644,0.4744,0.0182,1.0,0.0215,0.9878,0.0,0.1553
1747069200000,75.6907,1.0,0.0694,1.1375,1.0,0.0354,0.9751,1.0,5.0118,0.9877,1.0,0.0,36.224,0.0,25.4413,2.2439,0.9986,0.0173,1.0,0.0,0.0,0.0195,1.0,0.1789,38.8777,0.0493,1.9231,2.4934,0.4916,0.0184,1.0,0.0193,0.9862,0.0,0.1548
1747069260000,87.7866,1.0,0.0694,1.1738,1.0,0.0352,0.9804,1.0,5.0167,0.9807,1.0,0.0,32.2729,0.0,23.5509,2.2267,0.9988,0.0173,1.0,1e-04,0.0,0.0208,1.0,0.1796,35.5022,0.0524,1.5833,2.9153,0.4788,0.0185,1.0,0.0207,0.9842,0.0,0.1576
1747069320000,73.6723,1.0,0.0694,1.1688,1.0,0.0236,0.9761,1.0,5.034,0.9945,1.0,0.0,30.5517,0.0,24.4686,2.428,0.9994,0.0177,1.0,0.0,0.0,0.0216,1.0,0.1913,34.4734,0.0529,1.8,2.3299,0.4641,0.0183,1.0,0.018,0.9883,0.0,0.1603
1747069380000,78.4089,1.0,0.0694,1.1071,1.0,0.0313,0.9879,1.0,5.0236,0.9781,1.0,0.0,40.8843,0.0,25.2982,2.2085,0.9981,0.0175,1.0,0.0,0.0,0.0217,1.0,0.1912,46.6644,0.0511,1.1667,1.8861,0.494,0.0184,1.0,0.0233,0.9558,0.0,0.1554
1747069440000,77.2705,1.0,0.0694,1.4947,1.0,0.0246,0.9885,1.0,5.0148,0.9911,1.0,0.0,24.0836,0.0,24.5861,2.246,0.9992,0.0172,1.0,0.0,0.0,0.0187,1.0,0.191,40.1394,0.0485,1.2857,2.0115,0.5016,0.0177,1.0,0.0144,0.9552,0.0,0.1575
1747069500000,78.9593,1.0,0.0694,2.3369,1.0,0.0178,0.9801,1.0,5.0121,0.996,1.0,0.0,22.4313,0.0,21.854,2.2736,0.9995,0.0177,1.0,0.0,0.0,0.0226,0.9998,0.1889,30.074,0.0522,1.3077,2.7654,0.5023,0.018,1.0,0.0166,0.9548,0.0,0.1542
1747069560000,74.7385,1.0,0.0694,0.8447,1.0,0.0295,0.9734,1.0,5.0165,0.9955,1.0,0.0,22.414,0.0,27.3137,2.2713,0.999,0.0171,1.0,1e-04,0.0,0.0184,1.0,0.1974,45.5761,0.0497,1.625,2.3018,0.4911,0.0179,1.0,0.0217,0.9472,0.0,0.1567
1747069620000,75.5468,1.0,0.0694,1.3654,1.0,0.032,0.9528,1.0,5.0211,0.9931,1.0,0.0,30.0189,0.0,23.9463,2.2417,0.9991,0.0176,1.0,0.0,0.0,0.0224,1.0,0.1995,40.3657,0.0505,1.3,2.6875,0.4848,0.0184,1.0,0.0122,0.9711,0.0,0.1532
1747069680000,79.2093,1.0,0.0694,0.8754,1.0,0.0291,0.9814,1.0,4.9773,0.9919,1.0,0.0,35.6342,0.0,23.8536,2.2482,0.9991,0.0176,1.0,0.0,0.0,0.0218,1.0,0.196,35.8102,0.0504,2.0,1.6793,0.4755,0.018,1.0,0.0151,0.9855,0.0,0.1564
1747069740000,79.4491,1.0,0.0694,1.6789,1.0,0.028,0.9887,1.0,5.01,0.9893,1.0,0.0,28.1933,0.0,22.553,2.2378,0.9987,0.0181,1.0,0.0,0.0,0.0251,1.0,0.2079,30.1139,0.0491,1.7143,2.6245,0.473,0.0179,1.0,0.0103,0.9854,0.0,0.1551
1747069800000,78.469,1.0,0.0694,1.8504,1.0,0.0263,0.9829,1.0,5.0364,0.9937,1.0,0.0,23.0373,0.0,23.1211,2.2471,0.9993,0.0173,1.0,0.0,0.0,0.0212,1.0,0.1923,29.5332,0.0501,1.5,2.565,0.4753,0.018,1.0,0.0164,0.9815,0.0,0.1551
1747069860000,85.3932,1.0,0.0694,1.415,1.0,0.0347,0.977,1.0,5.0227,0.9892,1.0,0.0,33.4316,0.0,26.4758,2.2416,0.9986,0.0171,1.0,1e-04,0.0,0.0196,1.0,0.1992,43.4307,0.0495,1.2174,2.757,0.4942,0.0184,1.0,0.0136,0.9795,0.0,0.1549
1747069920000,85.922,1.0,0.0694,1.6253,1.0,0.021,0.9562,1.0,5.0329,0.9968,1.0,0.0,24.544,0.0,27.023,2.2752,0.9995,0.0173,1.0,1e-04,0.0,0.0199,1.0,0.1834,34.8394,0.0512,1.4762,2.2598,0.4676,0.018,1.0,0.0161,0.9875,0.0,0.1551
1747069980000,85.5098,1.0,0.0694,1.8877,1.0,0.018,0.9821,1.0,5.0109,0.9976,1.0,0.0,21.7088,0.0,25.5275,2.1844,0.9994,0.0174,1.0,0.0,0.0,0.0234,1.0,0.1791,28.2778,0.05,2.0,1.6775,0.4855,0.018,1.0,0.019,0.9961,0.0,0.1524
1747070040000,82.9512,1.0,0.0694,1.4644,1.0,0.0229,0.9574,1.0,5.0391,0.9981,1.0,0.0,27.454,0.0,26.4351,2.2435,0.9995,0.0172,1.0,0.0,0.0,0.021,1.0,0.1759,34.9877,0.0475,1.7143,1.9335,0.464,0.0179,1.0,0.0152,0.9975,0.0,0.1519
1747070100000,87.335,1.0,0.0694,1.4013,1.0,0.0315,0.9823,1.0,5.0327,0.9852,1.0,0.0,26.059,0.0,23.676,2.2624,0.999,0.0174,1.0,0.0,0.0,0.0206,1.0,0.1952,31.2252,0.0492,1.25,2.9622,0.4686,0.0181,1.0,0.0129,0.9816,0.0,0.1519
1747070160000,81.5614,1.0,0.0694,1.3557,1.0,0.0265,0.9559,1.0,5.04,0.9945,1.0,0.0,31.7121,0.0,24.0947,2.3068,0.9993,0.0173,1.0,1e-04,0.0,0.0214,1.0,0.2036,39.64,0.0524,1.5417,2.3549,0.4737,0.0183,1.0,0.0137,0.9527,0.0,0.1568
1747070220000,74.3952,1.0,0.0694,0.876,1.0,0.0435,1.0195,1.0,5.0103,0.9802,1.0,0.0,40.9513,0.0,25.0085,2.2275,0.9983,0.0173,1.0,0.0,0.0,0.0223,1.0,0.2092,50.3046,0.0516,1.5,2.4164,0.4748,0.0186,1.0,0.0149,0.9514,0.0,0.1569
1747070280000,78.5896,1.0,0.0694,2.7211,1.0,0.0272,0.9767,1.0,5.0245,0.9945,1.0,0.0,33.3961,0.0,27.2459,2.2203,0.9992,0.0169,1.0,0.0,0.0,0.018,1.0,0.2092,46.8203,0.0509,2.0,2.6327,0.4647,0.018,1.0,0.0128,0.9501,0.0,0.1579
1747070340000,73.871,1.0,0.0694,1.864,1.0,0.0297,0.9994,1.0,5.03,0.9879,1.0,0.0,32.6912,0.0,26.0825,2.2581,0.999,0.0174,1.0,0.0,0.0,0.0222,1.0,0.2065,43.6564,0.0477,1.4286,1.8185,0.4856,0.018,1.0,0.0229,0.9513,0.0,0.1525
1747070400000,80.6877,1.0,0.0694,1.8299,1.0,0.0265,1.0072,1.0,5.0293,0.9912,1.0,0.0,29.7878,0.0,25.9165,2.2436,0.9988,0.0181,1.0,1e-04,0.0,0.0221,1.0,0.1904,41.1133,0.0485,1.25,2.7879,0.4547,0.0186,1.0,0.0191,0.9715,0.0,0.1543
1747070460000,75.5214,1.0,0.0694,1.0576,1.0,0.0241,0.9995,1.0,5.0182,0.993,1.0,0.0,29.3358,0.0,23.4143,2.2689,0.9993,0.0175,1.0,1e-04,0.0,0.0226,1.0,0.2022,32.5106,0.0511,1.4839,2.5426,0.4794,0.0182,1.0,0.0173,0.9585,0.0,0.1531
1747070520000,81.2561,1.0,0.0694,3.1341,1.0,0.027,0.9716,1.0,5.03,0.9954,1.0,0.0,24.6082,0.0,26.926,2.2388,0.9992,0.0169,1.0,0.0,0.0,0.019,1.0,0.1828,33.5482,0.0528,2.6,2.1009,0.499,0.0179,1.0,0.0169,0.9614,0.0,0.1545
1747070580000,81.2585,1.0,0.0694,2.8295,1.0,0.0329,0.9765,1.0,5.0182,0.9953,1.0,0.0,22.2081,0.0,24.4582,2.2753,0.9991,0.0173,1.0,0.0,0.0,0.021,1.0,0.1932,37.9735,0.0467,2.0,2.6246,0.4919,0.0181,1.0,0.02,0.9724,0.0,0.1552
1747070640000,84.168,1.0,0.0694,1.1798,1.0,0.0288,0.9832,1.0,5.0256,0.9847,1.0,0.0,36.1227,0.0,29.6504,2.224,0.9978,0.017,1.0,0.0,0.0,0.0195,1.0,0.1915,57.2465,0.0474,1.5714,1.802,0.4776,0.0183,1.0,0.0251,0.963,0.0,0.1533
1747070700000,89.7343,1.0,0.0694,0.8864,1.0,0.0318,0.9877,1.0,5.0074,0.993,1.0,0.0,26.4027,0.0,25.5491,2.2338,0.999,0.0175,1.0,0.0,0.0,0.0221,1.0,0.1905,51.8524,0.0501,1.3333,2.9348,0.4672,0.0181,1.0,0.0146,0.9756,0.0,0.1543
1747070760000,76.8453,1.0,0.0694,0.841,1.0,0.0321,0.9762,1.0,5.0247,0.9984,1.0,0.0,25.3968,0.0,25.0021,2.2778,0.9998,0.0171,1.0,1e-04,0.0,0.0197,1.0,0.1886,34.1875,0.0532,1.3333,2.6319,0.486,0.0181,1.0,0.021,0.9401,0.0,0.1546
1747070820000,77.7178,1.0,0.0694,1.0807,1.0,0.0289,0.9841,1.0,5.0261,0.9945,1.0,0.0,22.846,0.0,23.659,2.2633,0.9988,0.017,1.0,0.0,0.0,0.0205,1.0,0.1959,30.3578,0.0466,1.0,2.5994,0.4677,0.0177,1.0,0.026,0.9594,0.0,0.1544
1747070880000,79.4866,1.0,0.0694,1.2563,1.0,0.0284,0.9896,1.0,5.0092,0.9911,1.0,0.0,18.9043,0.0,24.2837,2.2778,0.9991,0.0172,1.0,0.0,0.0,0.0209,1.0,0.2005,31.9946,0.0487,1.0,3.1168,0.4829,0.0177,1.0,0.019,0.9261,0.0,0.1542
1747070940000,90.6016,1.0,0.0694,1.5089,1.0,0.0305,0.9753,1.0,5.023,0.9942,1.0,0.0,21.7963,0.0,26.0287,2.2467,0.9986,0.0172,1.0,1e-04,0.0,0.0196,1.0,0.1918,40.7846,0.0493,1.4286,2.1406,0.4804,0.0179,1.0,0.0226,0.9622,0.0,0.1535
1747071000000,88.0579,1.0,0.0694,1.2926,1.0,0.037,0.972,1.0,5.0267,0.982,1.0,0.0,23.043,0.0,22.5293,2.287,0.9986,0.0174,1.0,1e-04,0.0,0.0204,1.0,0.1888,29.8433,0.0463,1.75,2.587,0.4871,0.018,1.0,0.0178,0.992,0.0,0.1546
1747071060000,99.6897,1.0,0.0694,1.1293,1.0,0.032,0.9876,1.0,5.006,0.9936,1.0,0.0,18.9896,0.0,22.3363,2.207,0.9988,0.0189,1.0,1e-04,0.0,0.0216,1.0,0.1955,34.2437,0.0489,1.5,2.2278,0.4687,0.0178,1.0,0.0161,0.9936,0.0,0.1543
1747071120000,86.8141,1.0,0.0694,1.5569,1.0,0.0255,0.9837,1.0,5.0028,0.9958,1.0,0.0,6.9831,0.0,20.3239,2.3066,0.9998,0.0175,1.0,0.0,0.0,0.0232,1.0,0.2023,20.4168,0.0498,1.4,2.8723,0.4803,0.0176,1.0,0.014,0.9837,0.0,0.1556
1747071180000,86.134,1.0,0.0694,1.3071,1.0,0.0322,0.9811,1.0,5.0058,0.9873,1.0,0.0,22.4356,0.0,25.7257,2.2384,0.9984,0.0172,1.0,0.0,0.0,0.0183,1.0,0.1791,36.5448,0.048,1.5,2.3038,0.4736,0.0178,1.0,0.0161,0.8893,0.0,0.1539
1747071240000,76.1018,1.0,0.0694,1.7497,1.0,0.0237,0.9886,1.0,5.03,0.9946,1.0,0.0,19.7044,0.0,22.9085,2.19,0.9992,0.0173,1.0,0.0,0.0,0.0223,1.0,0.1954,35.191,0.0484,1.125,2.112,0.4724,0.0178,1.0,0.018,0.9301,0.0,0.1541
1747071300000,100.7012,1.0,0.0694,3.2283,1.0,0.0261,0.9682,1.0,5.02,0.998,1.0,0.0,7.9472,0.0,22.3806,2.2651,0.9996,0.0168,1.0,1e-04,0.0,0.0187,1.0,0.1829,25.217,0.0473,1.4167,2.0345,0.5033,0.0176,1.0,0.0162,0.9882,0.0,0.1521
1747071360000,105.9215,1.0,0.0694,0.8674,1.0,0.0365,0.9536,1.0,5.0273,0.9923,1.0,0.0,13.8003,0.0,21.6232,2.2835,0.999,0.0174,1.0,1e-04,0.0,0.0236,1.0,0.1853,33.5796,0.0474,1.24,2.7906,0.4856,0.0177,1.0,0.0174,0.9899,0.0,0.1521
1747071420000,93.2087,1.0,0.0694,1.9407,1.0,0.0305,0.9429,1.0,4.995,0.9938,1.0,0.0,5.7704,0.0,17.6864,2.2591,0.9997,0.0173,1.0,1e-04,0.0,0.0221,1.0,0.1839,19.5033,0.048,1.2727,2.4184,0.4802,0.0175,1.0,0.0169,0.996,0.0,0.1529
1747071480000,88.216,1.0,0.0694,0.9428,1.0,0.0304,0.9511,1.0,5.0229,0.9885,1.0,0.0,16.1684,0.0,17.5511,2.2337,0.9988,0.0176,1.0,0.0,0.0,0.0243,1.0,0.1954,20.9813,0.0467,1.0,2.8737,0.5003,0.0175,1.0,0.0146,0.9907,0.0,0.1512
1747071540000,91.3631,1.0,0.0694,2.1215,1.0,0.0232,0.9791,1.0,5.0158,0.994,1.0,0.0,4.5615,0.0,16.8614,2.3417,0.9996,0.0176,1.0,0.0,0.0,0.0252,1.0,0.1895,19.2943,0.0458,1.3636,1.6321,0.482,0.0177,1.0,0.0194,0.9949,0.0,0.1519
1747071600000,91.9459,1.0,0.0694,2.0952,1.0,0.0263,0.9403,1.0,5.0101,0.996,1.0,0.0,8.1606,0.0,18.2625,2.2859,0.9994,0.0177,1.0,0.0,0.0,0.0258,1.0,0.1901,22.2022,0.049,1.4167,2.8497,0.4696,0.0179,1.0,0.0141,0.9784,0.0,0.1489
1747071660000,69.7171,1.0,0.0694,2.1842,1.0,0.019,0.9784,1.0,5.0132,0.9988,1.0,0.0,3.7491,0.0,20.5587,2.3454,0.9999,0.0173,1.0,1e-04,0.0,0.0195,1.0,0.1876,17.0669,0.0468,1.5417,2.381,0.4689,0.0176,1.0,0.02,0.9087,0.0,0.1504
1747071720000,74.0449,1.0,0.0694,1.4482,1.0,0.0256,0.9612,1.0,5.0267,0.9897,1.0,0.0,8.8046,0.0,18.2266,2.2036,0.9991,0.0175,1.0,0.0,0.0,0.0224,1.0,0.1803,20.018,0.0486,2.0,1.893,0.484,0.0176,1.0,0.014,0.9282,0.0,0.1467
1747071780000,83.1326,1.0,0.0694,2.4633,1.0,0.0309,0.9525,1.0,5.0202,0.9964,1.0,0.0,10.5613,0.0,20.2716,2.2005,0.9994,0.0173,1.0,0.0,0.0,0.0205,1.0,0.1935,26.2457,0.0461,1.0,4.0,0.4769,0.0175,1.0,0.0135,0.9764,0.0,0.1483
1747071840000,92.4457,1.0,0.0694,1.799,1.0,0.02,0.9625,1.0,5.0215,0.9931,1.0,0.0,10.0386,0.0,20.3143,2.2154,0.9985,0.0176,1.0,0.0,0.0,0.0218,1.0,0.1914,36.8321,0.0452,1.5714,2.5139,0.5044,0.0177,1.0,0.0123,0.9802,0.0,0.1499
1747071900000,111.1791,1.0,0.0694,2.0449,1.0,0.0151,0.9522,1.0,5.0064,0.993,1.0,0.0,7.184,0.0,23.3299,2.322,0.9985,0.017,1.0,1e-04,0.0,0.0195,1.0,0.1953,30.8889,0.0487,1.1667,2.2708,0.4823,0.0174,1.0,0.0194,0.9886,0.0,0.1494
1747071960000,102.2461,1.0,0.0694,1.9666,1.0,0.0157,0.9521,1.0,5.0085,0.999,1.0,0.0,1.7684,0.0,17.1967,2.3158,0.9999,0.0177,1.0,1e-04,0.0,0.0262,1.0,0.1934,18.1898,0.0493,1.8387,2.6563,0.4742,0.0176,1.0,0.0128,0.9929,0.0,0.1488
1747072020000,94.021,1.0,0.0694,0.9646,1.0,0.0281,0.9305,1.0,5.0218,0.9984,1.0,0.0,4.2974,0.0,17.9468,2.2382,0.9998,0.0176,1.0,1e-04,0.0,0.0228,1.0,0.1841,18.3324,0.0504,1.3636,5.0476,0.4791,0.0175,1.0,0.014,0.9945,0.0,0.15
1747072080000,101.2248,1.0,0.0694,3.2823,1.0,0.026,0.9642,1.0,5.0209,0.9967,1.0,0.0,6.4475,0.0,17.5371,2.264,0.9995,0.0179,1.0,0.0,0.0,0.0268,1.0,0.1792,19.3062,0.0462,1.3333,3.2752,0.483,0.0176,1.0,0.0186,0.9941,0.0,0.1524
1747072140000,90.8002,1.0,0.0694,3.0114,1.0,0.0298,0.9863,1.0,5.0291,0.9912,1.0,0.0,15.6548,0.0,21.9357,2.2322,0.9989,0.0173,1.0,0.0,0.0,0.0212,1.0,0.1841,29.2696,0.0461,1.0,1.7875,0.4877,0.0176,1.0,0.0142,0.9843,0.0,0.1518
1747072200000,93.1129,1.0,0.0694,2.6309,1.0,0.0157,0.9642,1.0,4.9991,0.9964,1.0,0.0,4.8525,0.0,18.6393,2.2534,0.9993,0.0176,1.0,1e-04,0.0,0.0248,1.0,0.193,30.0124,0.0477,1.25,1.7157,0.4912,0.0176,1.0,0.0135,0.9628,0.0,0.1518
1747072260000,86.7286,1.0,0.0694,1.5203,1.0,0.021,0.9741,1.0,5.0091,0.9969,1.0,0.0,4.1135,0.0,19.5156,2.2408,0.9988,0.0179,1.0,1e-04,0.0,0.0231,1.0,0.187,23.0179,0.0483,1.375,2.6076,0.4959,0.0176,1.0,0.0114,0.9702,0.0,0.1523
1747072320000,82.6125,1.0,0.0694,4.2101,1.0,0.0394,0.9713,1.0,5.0037,0.9906,1.0,0.0,12.7021,0.0,19.9614,2.1696,0.9983,0.0173,1.0,1e-04,0.0,0.0214,1.0,0.1972,30.1803,0.0459,1.5,1.9874,0.521,0.0176,1.0,0.014,0.9738,0.0,0.1515
1747072380000,86.8576,1.0,0.0694,3.6109,1.0,0.015,0.9953,1.0,5.0183,0.9986,1.0,0.0,2.6119,0.0,15.5692,2.2465,0.9998,0.0178,1.0,0.0,0.0,0.0273,1.0,0.1738,17.3835,0.0481,1.0,2.5405,0.4842,0.0175,1.0,0.0117,0.9752,0.0,0.1522
1747072440000,107.7688,1.0,0.0694,2.2148,1.0,0.0253,0.9629,1.0,5.0192,0.9917,1.0,0.0,4.5855,0.0,17.4762,2.2997,0.9993,0.0176,1.0,0.0,0.0,0.0271,1.0,0.1762,21.1391,0.0478,1.5556,2.3269,0.4872,0.0174,1.0,0.0118,0.9934,0.0,0.1523
1747072500000,90.8384,1.0,0.0694,1.0137,1.0,0.0437,0.9622,1.0,5.0273,0.9924,1.0,0.0,14.2006,0.0,21.5824,2.2025,0.9987,0.0172,1.0,1e-04,0.0,0.0216,1.0,0.1813,35.3452,0.0451,2.2105,2.5958,0.5328,0.0176,1.0,0.0128,0.9822,0.0,0.1514
1747072560000,75.3477,1.0,0.0694,0.8976,1.0,0.0199,0.9813,1.0,5.0182,0.9993,1.0,0.0,5.6163,0.0,19.8127,2.2247,0.9992,0.0173,1.0,1e-04,0.0,0.0206,1.0,0.1898,30.9853,0.0476,1.2917,2.25,0.5031,0.0177,1.0,0.0175,0.9541,0.0,0.1545
1747072620000,81.0666,1.0,0.0694,1.0442,1.0,0.0273,0.9633,1.0,5.0204,0.9977,1.0,0.0,6.7211,0.0,21.8872,2.2457,0.9989,0.017,1.0,1e-04,0.0,0.0181,1.0,0.1855,36.5692,0.0485,1.1429,2.6716,0.499,0.0174,1.0,0.0165,0.9165,0.0,0.1521
1747072680000,94.6866,1.0,0.0694,1.2278,1.0,0.0197,0.9814,0.9973,5.002,0.9983,1.0,0.0,3.6367,0.0,19.2168,2.3827,0.9993,0.0174,1.0,0.0,0.0,0.0235,1.0,0.1694,20.0409,0.0479,1.0,1.6795,0.488,0.0176,1.0,0.0146,0.9905,0.0,0.1534
1747072740000,105.5849,1.0,0.0694,2.0151,1.0,0.0174,0.9829,1.0,5.0091,0.9967,1.0,0.0,3.8362,0.0,22.974,2.2291,0.9997,0.0169,1.0,0.0,0.0,0.0181,1.0,0.1723,19.7682,0.0495,1.5714,3.2674,0.4917,0.0176,1.0,0.0176,0.9946,0.0,0.1526
1747072800000,87.5421,1.0,0.0694,1.8752,1.0,0.0435,0.9764,1.0,5.01,0.985,1.0,0.0,10.6763,0.0,23.1779,2.2603,0.9973,0.0172,1.0,1e-04,0.0,0.0205,1.0,0.172,21.9967,0.0472,1.5833,1.7647,0.4985,0.0178,1.0,0.0143,0.9534,0.0,0.152
1747072860000,84.4841,1.0,0.0694,1.4229,1.0,0.0246,1.002,1.0,5.0036,0.9944,1.0,0.0,9.5438,0.0,25.9844,2.3171,0.9982,0.0171,1.0,0.0002,0.0,0.0186,1.0,0.1694,40.6959,0.0456,1.1667,2.1346,0.4886,0.0174,1.0,0.019,0.951,0.0,0.165
1747072920000,72.5634,1.0,0.0694,2.052,1.0,0.0321,0.9672,1.0,5.0195,0.9992,1.0,0.0,6.8787,0.0,21.4348,2.3062,0.9995,0.0174,1.0,1e-04,0.0,0.0203,1.0,0.1752,29.887,0.047,1.5,2.5161,0.5014,0.0175,1.0,0.0146,0.9648,0.0,0.1535
1747072980000,94.5031,1.0,0.0694,1.6525,1.0,0.0438,1.0052,1.0,5.0082,0.992,1.0,0.0,13.9124,0.0,25.8097,2.2421,0.9989,0.0172,1.0,0.0,0.0,0.0196,1.0,0.176,44.9421,0.0459,1.0,2.1128,0.5186,0.0179,1.0,0.0117,0.9807,0.0,0.1535
1747073040000,85.6705,1.0,0.0694,1.944,1.0,0.0302,1.0092,1.0,5.0118,0.999,1.0,0.0,5.5141,0.0,22.8759,2.2602,0.9996,0.0167,1.0,0.0,0.0,0.0184,1.0,0.1834,25.493,0.0463,1.1429,2.6476,0.4967,0.0175,1.0,0.0142,0.969,0.0,0.1573
1747073100000,91.8418,1.0,0.0694,3.5635,1.0,0.0168,0.9998,1.0,5.0218,0.9967,1.0,0.0,4.0332,0.0,22.7877,2.3265,0.9996,0.0168,1.0,1e-04,0.0,0.0175,1.0,0.1795,18.495,0.0478,1.1875,1.9182,0.4946,0.0176,1.0,0.0091,0.99,0.0,0.1527
1747073160000,94.118,1.0,0.0694,0.8624,1.0,0.019,0.9899,1.0,5.004,0.9958,1.0,0.0,5.5289,0.0,25.4885,2.2458,0.998,0.0169,1.0,1e-04,0.0,0.0185,1.0,0.1754,25.3659,0.0475,1.4167,3.0,0.5041,0.0177,1.0,0.0146,0.9581,0.0,0.1542
1747073220000,90.6472,1.0,0.0694,1.7642,1.0,0.0341,0.978,1.0,5.0118,0.9905,1.0,0.0,11.5608,0.0,24.4652,2.1753,0.9983,0.017,1.0,1e-04,0.0,0.0176,1.0,0.1849,53.2382,0.0461,1.4,2.3059,0.505,0.0176,1.0,0.0223,0.9265,0.0,0.1535
1747073280000,106.7808,1.0,0.0694,0.9804,1.0,0.0262,1.0218,1.0,5.0118,0.9972,1.0,0.0,10.8969,0.0,26.5045,2.2538,0.9993,0.0168,1.0,0.0,0.0,0.0172,1.0,0.178,40.1128,0.0472,1.5,1.9022,0.5015,0.0177,1.0,0.0108,0.9787,0.0,0.1561
1747073340000,101.4556,1.0,0.0694,2.0222,1.0,0.0364,0.9814,1.0,5.0197,0.988,1.0,0.0,11.4896,0.0,28.6818,2.2456,0.9986,0.0169,1.0,0.0,0.0,0.0174,1.0,0.1726,52.5894,0.0466,1.7143,2.5611,0.4992,0.0177,1.0,0.015,0.9707,0.0,0.1531
